accession,length,description
KO454085.1,54,"MI13752-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454702.1,54,"MI04794-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
NR_048441.1,54,"Drosophila melanogaster mir-1011 precursor RNA (mir-1011), miRNA"
KO488137.1,54,"MI08708-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718544.1,54,"InSITE_4087 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG816820.1,54,"MI11726-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718304.1,54,"InSITE_487 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KS718479.1,54,"InSITE_3058 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KO465411.1,54,"MI15524-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816964.1,54,"MI11399-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO488097.1,54,"MI06602-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG960115.1,54,"f02622-3prime Exelixis piggyBac WH insertions Drosophila melanogaster genomic 3', genomic survey sequence"
KO465493.1,54,"MI15667-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO453961.1,53,"MI13406-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961859.1,53,"MI13092-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454020.1,53,"MI13552-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816844.1,53,"MI11883-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO488122.1,53,"MI08172-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455380.1,53,"MI15073-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG960246.1,53,"MI12046-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455169.1,53,"MI14501-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455164.1,53,"MI14493-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO453941.1,53,"MI13327-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961729.1,53,"MI07411-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
7W0E_C,53,"Chain C, dsRNA"
KG963448.1,53,"MI13177-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
7W0E_D,53,"Chain D, dsRNA"
KS718276.1,52,"InSITE_232 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KS718517.1,52,"InSITE_4045 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KS718330.1,52,"InSITE_899 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG817041.1,52,"MI11978-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG817008.1,52,"MI11830-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
NR_144675.1,52,"Drosophila melanogaster mir-9377 precursor RNA (mir-9377), miRNA"
7W0C_C,52,"Chain C, RNA (35-MER)"
7W0C_D,52,"Chain D, RNA (35-MER)"
7W0F_F,52,"Chain F, siRNA"
KG961453.1,52,"MI12815-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
NR_002460.1,52,"Drosophila melanogaster small non-coding RNA 400 (sncRNA:400), ncRNA"
8HF0_N,52,"Chain N, RNA (52-MER)"
KO455289.1,52,"MI14761-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961257.1,52,"MI12175-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
JAEMMX000000000.1,52,"Drosophila melanogaster strain RAL177, whole genome shotgun sequencing project"
KG816914.1,52,"MI11264-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
7W0F_D,52,"Chain D, siRNA"
7W0D_D,52,"Chain D, dsRNA"
7W0F_E,52,"Chain E, siRNA"
7W0F_C,52,"Chain C, siRNA"
7W0D_C,52,"Chain C, dsRNA"
KG816843.1,52,"MI11883-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
8HF0_P,52,"Chain P, RNA (52-MER)"
JAEMNF000000000.1,51,"Drosophila melanogaster strain cross DE_Mun_15_9, whole genome shotgun sequencing project"
KO455032.1,51,"MI14197-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455338.1,51,"MI14936-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455199.1,51,"MI14564-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG963325.1,51,"MI08340-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG963390.1,51,"MI12670-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961743.1,51,"MI12368-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454042.1,51,"MI13635-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454196.1,51,"MI14050-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779953.1,51,"MI11871-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779660.1,51,"MI10748-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718268.1,51,"InSITE_186 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KS718226.1,51,"e00971-3prime Exelixis piggyBac RB insertions Drosophila melanogaster genomic 3', genomic survey sequence"
KO465438.1,51,"MI15583-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KS718392.1,51,"InSITE_2053 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG817057.1,51,"MI12057-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO465417.1,51,"MI15531-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454844.1,50,"MI13819-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455166.1,50,"MI14499-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455332.1,50,"MI14919-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO465516.1,50,"MI15709-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816801.1,50,"MI11642-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
JAEMNM000000000.1,50,"Drosophila melanogaster strain cross ES_Gim_15_24_1, whole genome shotgun sequencing project"
KG961385.1,50,"MI12507-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
9MU8_T,50,"Chain T, Template DNA"
KS718307.1,50,"InSITE_576 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KO454023.1,50,"MI13563-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
NR_144668.1,50,"Drosophila melanogaster mir-9370 precursor RNA (mir-9370), miRNA"
JBAMCB000000000.1,50,"Drosophila melanogaster isolate 14021-0231.36, whole genome shotgun sequencing project"
KG779717.1,50,"MI10946-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
JAEMMZ000000000.1,49,"Drosophila melanogaster strain RAL-91, whole genome shotgun sequencing project"
NR_002470.1,49,"Drosophila melanogaster small cajal body-specific RNA : MeU2-C28 (scaRNA:MeU2-C28), snoRNA"
KO465492.1,49,"MI15667-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
JAEMNT000000000.1,49,"Drosophila melanogaster strain cross FI_Aka_ I_15_17, whole genome shotgun sequencing project"
KG960158.1,49,"MI11285-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO465514.1,49,"MI15706-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO465432.1,49,"MI15567-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
MP549620.1,49,Sequence 91 from Patent WO2020035673
KG779696.1,49,"MI10858-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454722.1,49,"MI09562-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455149.1,48,"MI14440-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
2KUW_A,48,"Chain A, K10 TLS RNA"
2KUV_A,48,"Chain A, K10 TLS RNA"
2KUR_A,48,"Chain A, K10 TLS RNA"
KG961416.1,48,"MI12668-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG963414.1,48,"MI12814-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
2KUU_A,48,"Chain A, K10 TLS RNA"
2KE6_A,48,"Chain A, K10 TLS RNA"
KO465134.1,48,"MI05875-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779917.1,48,"MI11768-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454842.1,48,"MI13816-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454053.1,48,"MI13683-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779670.1,48,"MI10771-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG817026.1,48,"MI11925-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960068.1,48,"c05681-3prime Exelixis piggyBac PB insertions Drosophila melanogaster genomic 3', genomic survey sequence"
KG963372.1,47,"MI12566-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816736.1,47,"MI11261-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961557.1,47,"MI13270-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455329.1,47,"MI14910-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961310.1,47,"MI12278-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816873.1,47,"MI12073-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454050.1,47,"MI13680-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KS718212.1,47,"c04241-5prime Exelixis piggyBac PB insertions Drosophila melanogaster genomic 5', genomic survey sequence"
KG961297.1,46,"MI12253-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG817011.1,46,"MI11865-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
NR_002504.1,46,"Drosophila melanogaster snoRNA:Me28S-A2564 (snoRNA:Me28S-A2564), snoRNA"
KO488049.1,46,"MI04406-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718451.1,46,"InSITE_2285 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
NR_002509.1,46,"Drosophila melanogaster small non-coding RNA 765 (sncRNA:765), ncRNA"
KO488016.1,46,"MI03339-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960170.1,46,"MI11456-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455339.1,46,"MI14945-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG960268.1,46,"MI12136-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455141.1,46,"MI14417-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961437.1,46,"MI12730-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454115.1,46,"MI13820-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454779.1,46,"MI13397-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455175.1,46,"MI14515-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779823.1,46,"MI11481-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455206.1,45,"MI14573-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455270.1,45,"MI14718-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455281.1,45,"MI14739-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718401.1,45,"InSITE_2077 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG961463.1,45,"MI12840-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961880.1,45,"MI13194-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG779834.1,45,"MI11531-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG779724.1,45,"MI10971-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961464.1,45,"MI12840-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455045.1,45,"MI14210-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718221.1,45,"d07124-5prime Exelixis P element XP insertions Drosophila melanogaster genomic 5', genomic survey sequence"
KS718230.1,45,"e04368-3prime Exelixis piggyBac RB insertions Drosophila melanogaster genomic 3', genomic survey sequence"
KO455279.1,45,"MI14737-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454785.1,44,"MI13433-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961742.1,44,"MI12368-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454103.1,44,"MI13787-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO453968.1,44,"MI13412-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454081.1,44,"MI13749-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG777738.1,44,"MI11180-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KS517988.1,44,"InSITE_704 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KO455061.1,44,"MI14266-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718393.1,44,"InSITE_2057 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG817052.1,44,"MI12038-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465474.1,44,"MI15631-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454730.1,44,"MI12524-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
NR_002502.1,43,"Drosophila melanogaster small non-coding RNA 157 (sncRNA:157), ncRNA"
KO465132.1,43,"MI04762-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960299.1,43,"MI12255-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961844.1,43,"MI13002-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455111.1,43,"MI14345-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455105.1,43,"MI14337-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816938.1,43,"MI11320-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO488032.1,43,"MI03845-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465332.1,43,"MI15394-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960182.1,43,"MI11617-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465214.1,43,"MI14866-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455421.1,43,"MI14404-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816957.1,42,"MI11381-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG816911.1,42,"MI11259-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961258.1,42,"MI12175-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO455179.1,42,"MI14519-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG816730.1,42,"MI11173-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454123.1,42,"MI13844-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779859.1,42,"MI11573-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465218.1,42,"MI14948-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG779798.1,42,"MI11367-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718271.1,42,"InSITE_204 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG816868.1,41,"MI12065-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KS718294.1,41,"InSITE_414 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KG777725.1,41,"MI11098-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718549.1,41,"InSITE_4097 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
KO455336.1,41,"MI14933-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO488148.1,41,"MI09318-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465370.1,41,"MI15456-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454813.1,41,"MI13576-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG963462.1,41,"MI13292-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO454183.1,41,"MI14007-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455195.1,41,"MI14546-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961286.1,41,"MI12240-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960286.1,41,"MI12204-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO465500.1,41,"MI15678-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG960154.1,41,"MI09965-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG960100.1,41,"e01905-5prime Exelixis piggyBac RB insertions Drosophila melanogaster genomic 5', genomic survey sequence"
KO465460.1,41,"MI15619-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO455150.1,40,"MI14445-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961500.1,40,"MI12954-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961380.1,40,"MI12474-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO454934.1,40,"MI13663-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG963466.1,40,"MI13315-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG779726.1,40,"MI10992-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KG961399.1,40,"MI12540-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO465177.1,40,"MI14598-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KG961260.1,40,"MI12176-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
JAEMMW000000000.1,40,"Drosophila melanogaster strain RAL375, whole genome shotgun sequencing project"
KO455414.1,40,"MI15191-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KO487968.1,40,"MI01226-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO487958.1,40,"MI01069-3prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 3', genomic survey sequence"
KO488252.1,40,"MI15343-5prime MI transposon insertion flanking sequences Drosophila melanogaster genomic 5', genomic survey sequence"
KS718325.1,40,"InSITE_792 InSITE collection Drosophila melanogaster genomic, genomic survey sequence"
